id,event_flow,event_id,resource_table,resource_id,allocation_time,release_time,allocation_datetime,release_datetime
38,Project_Lifecycle,13,Consultant,37,273336.9152748297,305206.19081522163,2020-07-08 19:36:54.916490,2020-07-30 22:46:11.448913
39,Project_Lifecycle,14,Consultant,39,305206.19081522163,325583.11920686427,2020-07-30 22:46:11.448913,2020-08-14 02:23:07.152412
40,Project_Lifecycle,14,Consultant,26,305206.19081522163,325583.11920686427,2020-07-30 22:46:11.448913,2020-08-14 02:23:07.152412
41,Project_Lifecycle,16,Consultant,27,325583.11920686427,352565.39113398263,2020-08-14 02:23:07.152412,2020-09-01 20:05:23.468039
42,Project_Lifecycle,16,Consultant,29,325583.11920686427,352565.39113398263,2020-08-14 02:23:07.152412,2020-09-01 20:05:23.468039
43,Project_Lifecycle,16,Consultant,54,325583.11920686427,352565.39113398263,2020-08-14 02:23:07.152412,2020-09-01 20:05:23.468039
44,Project_Lifecycle,16,Consultant,56,325583.11920686427,352565.39113398263,2020-08-14 02:23:07.152412,2020-09-01 20:05:23.468039
45,Project_Lifecycle,16,Consultant,58,325583.11920686427,352565.39113398263,2020-08-14 02:23:07.152412,2020-09-01 20:05:23.468039
46,Project_Lifecycle,15,Consultant,50,308334.63325648685,358159.8512559321,2020-08-02 02:54:37.995389,2020-09-05 17:19:51.075356
47,Project_Lifecycle,15,Consultant,40,308334.63325648685,358159.8512559321,2020-08-02 02:54:37.995389,2020-09-05 17:19:51.075356
48,Project_Lifecycle,17,Consultant,57,329908.1731286159,361254.9938914237,2020-08-17 02:28:10.387717,2020-09-07 20:54:59.633485
49,Project_Lifecycle,17,Consultant,41,329908.1731286159,361254.9938914237,2020-08-17 02:28:10.387717,2020-09-07 20:54:59.633485
50,Project_Lifecycle,18,Consultant,43,346373.69032642286,376328.31010373763,2020-08-28 12:53:41.419585,2020-09-18 08:08:18.606224
51,Project_Lifecycle,18,Consultant,45,346373.69032642286,376328.31010373763,2020-08-28 12:53:41.419585,2020-09-18 08:08:18.606224
52,Project_Lifecycle,19,Consultant,60,352565.39113398263,378955.81939266215,2020-09-01 20:05:23.468039,2020-09-20 03:55:49.163560
53,Project_Lifecycle,19,Consultant,1,352565.39113398263,378955.81939266215,2020-09-01 20:05:23.468039,2020-09-20 03:55:49.163560
54,Project_Lifecycle,19,Consultant,4,352565.39113398263,378955.81939266215,2020-09-01 20:05:23.468039,2020-09-20 03:55:49.163560
55,Project_Lifecycle,22,Consultant,50,361388.3723667614,386367.03426350787,2020-09-07 23:08:22.342006,2020-09-25 07:27:02.055810
56,Project_Lifecycle,22,Consultant,9,361388.3723667614,386367.03426350787,2020-09-07 23:08:22.342006,2020-09-25 07:27:02.055810
57,Project_Lifecycle,23,Consultant,11,376328.31010373763,397352.8880242431,2020-09-18 08:08:18.606224,2020-10-02 22:32:53.281455
58,Project_Lifecycle,23,Consultant,47,376328.31010373763,397352.8880242431,2020-09-18 08:08:18.606224,2020-10-02 22:32:53.281455
59,Project_Lifecycle,21,Consultant,8,361254.9938914237,397462.1089301788,2020-09-07 20:54:59.633485,2020-10-03 00:22:06.535811
60,Project_Lifecycle,21,Consultant,46,361254.9938914237,397462.1089301788,2020-09-07 20:54:59.633485,2020-10-03 00:22:06.535811
61,Project_Lifecycle,20,Consultant,3,358159.8512559321,398216.5867907844,2020-09-05 17:19:51.075356,2020-10-03 12:56:35.207447
62,Project_Lifecycle,20,Consultant,38,358159.8512559321,398216.5867907844,2020-09-05 17:19:51.075356,2020-10-03 12:56:35.207447
63,Project_Lifecycle,24,Consultant,23,386367.03426350787,417045.4898347514,2020-09-25 07:27:02.055810,2020-10-16 14:45:29.390085
64,Project_Lifecycle,24,Consultant,48,386367.03426350787,417045.4898347514,2020-09-25 07:27:02.055810,2020-10-16 14:45:29.390085
65,Project_Lifecycle,27,Consultant,6,398216.5867907844,423638.32714787964,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
66,Project_Lifecycle,27,Consultant,10,398216.5867907844,423638.32714787964,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
67,Project_Lifecycle,27,Consultant,30,398216.5867907844,423638.32714787964,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
68,Project_Lifecycle,27,Consultant,31,398216.5867907844,423638.32714787964,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
69,Project_Lifecycle,27,Consultant,34,398216.5867907844,423638.32714787964,2020-10-03 12:56:35.207447,2020-10-21 04:38:19.628873
70,Project_Lifecycle,26,Consultant,2,397462.1089301788,424357.49473993503,2020-10-03 00:22:06.535811,2020-10-21 16:37:29.684396
71,Project_Lifecycle,26,Consultant,5,397462.1089301788,424357.49473993503,2020-10-03 00:22:06.535811,2020-10-21 16:37:29.684396
72,Project_Lifecycle,26,Consultant,15,397462.1089301788,424357.49473993503,2020-10-03 00:22:06.535811,2020-10-21 16:37:29.684396
73,Project_Lifecycle,26,Consultant,17,397462.1089301788,424357.49473993503,2020-10-03 00:22:06.535811,2020-10-21 16:37:29.684396
74,Project_Lifecycle,26,Consultant,21,397462.1089301788,424357.49473993503,2020-10-03 00:22:06.535811,2020-10-21 16:37:29.684396
75,Project_Lifecycle,25,Consultant,49,397352.8880242431,433964.81938798714,2020-10-02 22:32:53.281455,2020-10-28 08:44:49.163279
76,Project_Lifecycle,25,Consultant,55,397352.8880242431,433964.81938798714,2020-10-02 22:32:53.281455,2020-10-28 08:44:49.163279
77,Project_Lifecycle,25,Consultant,7,397352.8880242431,433964.81938798714,2020-10-02 22:32:53.281455,2020-10-28 08:44:49.163279
78,Project_Lifecycle,25,Consultant,12,397352.8880242431,433964.81938798714,2020-10-02 22:32:53.281455,2020-10-28 08:44:49.163279
79,Project_Lifecycle,25,Consultant,13,397352.8880242431,433964.81938798714,2020-10-02 22:32:53.281455,2020-10-28 08:44:49.163279
80,Project_Lifecycle,28,Consultant,57,412824.13842369296,440830.21777622006,2020-10-13 16:24:08.305422,2020-11-02 03:10:13.066573
81,Project_Lifecycle,28,Consultant,25,412824.13842369296,440830.21777622006,2020-10-13 16:24:08.305422,2020-11-02 03:10:13.066573
82,Project_Lifecycle,29,Consultant,18,417045.4898347514,442251.6344724896,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
83,Project_Lifecycle,29,Consultant,19,417045.4898347514,442251.6344724896,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
84,Project_Lifecycle,29,Consultant,42,417045.4898347514,442251.6344724896,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
85,Project_Lifecycle,29,Consultant,44,417045.4898347514,442251.6344724896,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
86,Project_Lifecycle,29,Consultant,51,417045.4898347514,442251.6344724896,2020-10-16 14:45:29.390085,2020-11-03 02:51:38.068349
87,Project_Lifecycle,30,Consultant,28,423638.32714787964,453814.84441490984,2020-10-21 04:38:19.628873,2020-11-11 03:34:50.664895
88,Project_Lifecycle,30,Consultant,52,423638.32714787964,453814.84441490984,2020-10-21 04:38:19.628873,2020-11-11 03:34:50.664895
89,Project_Lifecycle,30,Consultant,54,423638.32714787964,453814.84441490984,2020-10-21 04:38:19.628873,2020-11-11 03:34:50.664895
90,Project_Lifecycle,32,Consultant,35,433964.81938798714,460767.6709278448,2020-10-28 08:44:49.163279,2020-11-15 23:27:40.255671
91,Project_Lifecycle,32,Consultant,1,433964.81938798714,460767.6709278448,2020-10-28 08:44:49.163279,2020-11-15 23:27:40.255671
92,Project_Lifecycle,32,Consultant,4,433964.81938798714,460767.6709278448,2020-10-28 08:44:49.163279,2020-11-15 23:27:40.255671
93,Project_Lifecycle,35,Consultant,40,442251.6344724896,462031.1183671686,2020-11-03 02:51:38.068349,2020-11-16 20:31:07.102030
94,Project_Lifecycle,35,Consultant,30,442251.6344724896,462031.1183671686,2020-11-03 02:51:38.068349,2020-11-16 20:31:07.102030
95,Project_Lifecycle,35,Consultant,31,442251.6344724896,462031.1183671686,2020-11-03 02:51:38.068349,2020-11-16 20:31:07.102030
96,Project_Lifecycle,31,Consultant,32,424357.49473993503,462908.8459764793,2020-10-21 16:37:29.684396,2020-11-17 11:08:50.758589
97,Project_Lifecycle,31,Consultant,56,424357.49473993503,462908.8459764793,2020-10-21 16:37:29.684396,2020-11-17 11:08:50.758589
98,Project_Lifecycle,31,Consultant,58,424357.49473993503,462908.8459764793,2020-10-21 16:37:29.684396,2020-11-17 11:08:50.758589
99,Project_Lifecycle,33,Consultant,43,437031.50075159426,467772.9999361302,2020-10-30 11:51:30.045096,2020-11-20 20:12:59.996168
100,Project_Lifecycle,33,Consultant,37,437031.50075159426,467772.9999361302,2020-10-30 11:51:30.045096,2020-11-20 20:12:59.996168
101,Project_Lifecycle,34,Consultant,39,440830.21777622006,478151.448782001,2020-11-02 03:10:13.066573,2020-11-28 01:11:26.926920
102,Project_Lifecycle,34,Consultant,20,440830.21777622006,478151.448782001,2020-11-02 03:10:13.066573,2020-11-28 01:11:26.926920
103,Project_Lifecycle,36,Consultant,50,466342.9214765059,490711.32814882876,2020-11-19 20:22:55.288590,2020-12-06 18:31:19.688930
104,Project_Lifecycle,36,Consultant,41,466342.9214765059,490711.32814882876,2020-11-19 20:22:55.288590,2020-12-06 18:31:19.688930
105,Project_Lifecycle,37,Consultant,45,467772.9999361302,493988.0163848464,2020-11-20 20:12:59.996168,2020-12-09 01:08:00.983091
106,Project_Lifecycle,37,Consultant,22,467772.9999361302,493988.0163848464,2020-11-20 20:12:59.996168,2020-12-09 01:08:00.983091
107,Project_Lifecycle,38,Consultant,24,478151.448782001,503089.2811417459,2020-11-28 01:11:26.926920,2020-12-15 08:49:16.868505
108,Project_Lifecycle,38,Consultant,26,478151.448782001,503089.2811417459,2020-11-28 01:11:26.926920,2020-12-15 08:49:16.868505
109,Project_Lifecycle,38,Consultant,34,478151.448782001,503089.2811417459,2020-11-28 01:11:26.926920,2020-12-15 08:49:16.868505
110,Project_Lifecycle,38,Consultant,15,478151.448782001,503089.2811417459,2020-11-28 01:11:26.926920,2020-12-15 08:49:16.868505
111,Project_Lifecycle,38,Consultant,17,478151.448782001,503089.2811417459,2020-11-28 01:11:26.926920,2020-12-15 08:49:16.868505
112,Project_Lifecycle,40,Consultant,29,493988.0163848464,518392.374286596,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
113,Project_Lifecycle,40,Consultant,47,493988.0163848464,518392.374286596,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
114,Project_Lifecycle,40,Consultant,21,493988.0163848464,518392.374286596,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
115,Project_Lifecycle,40,Consultant,7,493988.0163848464,518392.374286596,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
116,Project_Lifecycle,40,Consultant,12,493988.0163848464,518392.374286596,2020-12-09 01:08:00.983091,2020-12-25 23:52:22.457196
117,Project_Lifecycle,39,Consultant,60,490711.32814882876,525123.7598399877,2020-12-06 18:31:19.688930,2020-12-30 16:03:45.590399
118,Project_Lifecycle,39,Consultant,27,490711.32814882876,525123.7598399877,2020-12-06 18:31:19.688930,2020-12-30 16:03:45.590399
119,Project_Lifecycle,41,Consultant,9,503089.2811417459,526816.579578479,2020-12-15 08:49:16.868505,2020-12-31 20:16:34.774709
120,Project_Lifecycle,41,Consultant,13,503089.2811417459,526816.579578479,2020-12-15 08:49:16.868505,2020-12-31 20:16:34.774709
121,Project_Lifecycle,41,Consultant,42,503089.2811417459,526816.579578479,2020-12-15 08:49:16.868505,2020-12-31 20:16:34.774709
122,Project_Lifecycle,42,Consultant,11,518392.374286596,545838.2761200547,2020-12-25 23:52:22.457196,2021-01-14 01:18:16.567203
123,Project_Lifecycle,42,Consultant,44,518392.374286596,545838.2761200547,2020-12-25 23:52:22.457196,2021-01-14 01:18:16.567203
124,Project_Lifecycle,42,Consultant,51,518392.374286596,545838.2761200547,2020-12-25 23:52:22.457196,2021-01-14 01:18:16.567203
125,Project_Lifecycle,43,Consultant,46,525123.7598399877,550551.2656682042,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
126,Project_Lifecycle,43,Consultant,38,525123.7598399877,550551.2656682042,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
127,Project_Lifecycle,43,Consultant,52,525123.7598399877,550551.2656682042,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
128,Project_Lifecycle,43,Consultant,54,525123.7598399877,550551.2656682042,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
129,Project_Lifecycle,43,Consultant,1,525123.7598399877,550551.2656682042,2020-12-30 16:03:45.590399,2021-01-17 07:51:15.940092
130,Project_Lifecycle,44,Consultant,8,550551.2656682042,569192.0252765266,2021-01-17 07:51:15.940092,2021-01-30 06:32:01.516592
131,Project_Lifecycle,44,Consultant,4,550551.2656682042,569192.0252765266,2021-01-17 07:51:15.940092,2021-01-30 06:32:01.516592
132,Project_Lifecycle,44,Consultant,30,550551.2656682042,569192.0252765266,2021-01-17 07:51:15.940092,2021-01-30 06:32:01.516592
133,Project_Lifecycle,45,Consultant,57,635412.7352919874,662714.5926062323,2021-03-17 06:12:44.117519,2021-04-05 05:14:35.556374
134,Project_Lifecycle,45,Consultant,3,635412.7352919874,662714.5926062323,2021-03-17 06:12:44.117519,2021-04-05 05:14:35.556374
135,Project_Lifecycle,46,Consultant,23,662714.5926062323,686655.9842672704,2021-04-05 05:14:35.556374,2021-04-21 20:15:59.056036
136,Project_Lifecycle,46,Consultant,48,662714.5926062323,686655.9842672704,2021-04-05 05:14:35.556374,2021-04-21 20:15:59.056036
137,Project_Lifecycle,47,Consultant,6,686655.9842672704,714013.299580464,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
138,Project_Lifecycle,47,Consultant,10,686655.9842672704,714013.299580464,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
139,Project_Lifecycle,47,Consultant,31,686655.9842672704,714013.299580464,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
140,Project_Lifecycle,47,Consultant,56,686655.9842672704,714013.299580464,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
141,Project_Lifecycle,47,Consultant,58,686655.9842672704,714013.299580464,2021-04-21 20:15:59.056036,2021-05-10 20:13:17.974828
142,Project_Lifecycle,48,Consultant,43,708209.1970987526,726697.2269268673,2021-05-06 19:29:11.825925,2021-05-19 15:37:13.615612
143,Project_Lifecycle,48,Consultant,25,708209.1970987526,726697.2269268673,2021-05-06 19:29:11.825925,2021-05-19 15:37:13.615612
144,Project_Lifecycle,49,Consultant,28,714013.299580464,746276.2426910751,2021-05-10 20:13:17.974828,2021-06-02 05:56:14.561465
145,Project_Lifecycle,49,Consultant,34,714013.299580464,746276.2426910751,2021-05-10 20:13:17.974828,2021-06-02 05:56:14.561465
146,Project_Lifecycle,49,Consultant,15,714013.299580464,746276.2426910751,2021-05-10 20:13:17.974828,2021-06-02 05:56:14.561465
147,Project_Lifecycle,50,Consultant,35,726697.2269268673,758498.6263931444,2021-05-19 15:37:13.615612,2021-06-10 17:38:37.583589
148,Project_Lifecycle,50,Consultant,2,726697.2269268673,758498.6263931444,2021-05-19 15:37:13.615612,2021-06-10 17:38:37.583589
149,Project_Lifecycle,52,Consultant,5,758498.6263931444,775455.3086630125,2021-06-10 17:38:37.583589,2021-06-22 12:15:18.519781
150,Project_Lifecycle,52,Consultant,49,758498.6263931444,775455.3086630125,2021-06-10 17:38:37.583589,2021-06-22 12:15:18.519781
151,Project_Lifecycle,52,Consultant,17,758498.6263931444,775455.3086630125,2021-06-10 17:38:37.583589,2021-06-22 12:15:18.519781
152,Project_Lifecycle,52,Consultant,21,758498.6263931444,775455.3086630125,2021-06-10 17:38:37.583589,2021-06-22 12:15:18.519781
153,Project_Lifecycle,52,Consultant,7,758498.6263931444,775455.3086630125,2021-06-10 17:38:37.583589,2021-06-22 12:15:18.519781
154,Project_Lifecycle,51,Consultant,50,744657.622734634,782775.8016676249,2021-06-01 02:57:37.364078,2021-06-27 14:15:48.100057
155,Project_Lifecycle,51,Consultant,40,744657.622734634,782775.8016676249,2021-06-01 02:57:37.364078,2021-06-27 14:15:48.100057
156,Project_Lifecycle,54,Consultant,37,782775.8016676249,805044.6495945047,2021-06-27 14:15:48.100057,2021-07-13 01:24:38.975670
157,Project_Lifecycle,54,Consultant,55,782775.8016676249,805044.6495945047,2021-06-27 14:15:48.100057,2021-07-13 01:24:38.975670
158,Project_Lifecycle,55,Consultant,57,784972.7637585034,818816.2018983319,2021-06-29 02:52:45.825510,2021-07-22 14:56:12.113900
159,Project_Lifecycle,55,Consultant,39,784972.7637585034,818816.2018983319,2021-06-29 02:52:45.825510,2021-07-22 14:56:12.113900
160,Project_Lifecycle,53,Consultant,32,775455.3086630125,824198.7819087829,2021-06-22 12:15:18.519781,2021-07-26 08:38:46.914527
161,Project_Lifecycle,53,Consultant,12,775455.3086630125,824198.7819087829,2021-06-22 12:15:18.519781,2021-07-26 08:38:46.914527
162,Project_Lifecycle,53,Consultant,13,775455.3086630125,824198.7819087829,2021-06-22 12:15:18.519781,2021-07-26 08:38:46.914527
163,Project_Lifecycle,56,Consultant,18,805044.6495945047,827701.1868058607,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
164,Project_Lifecycle,56,Consultant,19,805044.6495945047,827701.1868058607,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
165,Project_Lifecycle,56,Consultant,42,805044.6495945047,827701.1868058607,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
166,Project_Lifecycle,56,Consultant,44,805044.6495945047,827701.1868058607,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
167,Project_Lifecycle,56,Consultant,51,805044.6495945047,827701.1868058607,2021-07-13 01:24:38.975670,2021-07-28 19:01:11.208352
168,Project_Lifecycle,57,Consultant,41,818816.2018983319,837033.7918594393,2021-07-22 14:56:12.113900,2021-08-04 06:33:47.511566
169,Project_Lifecycle,57,Consultant,20,818816.2018983319,837033.7918594393,2021-07-22 14:56:12.113900,2021-08-04 06:33:47.511566
170,Project_Lifecycle,58,Consultant,45,827701.1868058607,846208.1173068312,2021-07-28 19:01:11.208352,2021-08-10 15:28:07.038410
171,Project_Lifecycle,58,Consultant,52,827701.1868058607,846208.1173068312,2021-07-28 19:01:11.208352,2021-08-10 15:28:07.038410
172,Project_Lifecycle,58,Consultant,54,827701.1868058607,846208.1173068312,2021-07-28 19:01:11.208352,2021-08-10 15:28:07.038410
173,Project_Lifecycle,59,Consultant,22,837033.7918594393,871247.2101776678,2021-08-04 06:33:47.511566,2021-08-28 00:47:12.610660
174,Project_Lifecycle,59,Consultant,24,837033.7918594393,871247.2101776678,2021-08-04 06:33:47.511566,2021-08-28 00:47:12.610660
175,Project_Lifecycle,59,Consultant,1,837033.7918594393,871247.2101776678,2021-08-04 06:33:47.511566,2021-08-28 00:47:12.610660
176,Project_Lifecycle,59,Consultant,4,837033.7918594393,871247.2101776678,2021-08-04 06:33:47.511566,2021-08-28 00:47:12.610660
177,Project_Lifecycle,59,Consultant,30,837033.7918594393,871247.2101776678,2021-08-04 06:33:47.511566,2021-08-28 00:47:12.610660
178,Project_Lifecycle,60,Consultant,60,871247.2101776678,889322.3981499042,2021-08-28 00:47:12.610660,2021-09-09 14:02:23.888994
179,Project_Lifecycle,60,Consultant,31,871247.2101776678,889322.3981499042,2021-08-28 00:47:12.610660,2021-09-09 14:02:23.888994
180,Project_Lifecycle,60,Consultant,56,871247.2101776678,889322.3981499042,2021-08-28 00:47:12.610660,2021-09-09 14:02:23.888994
181,Project_Lifecycle,61,Consultant,43,911156.1495987377,930404.976194514,2021-09-24 17:56:08.975924,2021-10-08 02:44:58.571671
182,Project_Lifecycle,61,Consultant,9,911156.1495987377,930404.976194514,2021-09-24 17:56:08.975924,2021-10-08 02:44:58.571671
183,Project_Lifecycle,62,Consultant,11,930404.976194514,960228.0608616819,2021-10-08 02:44:58.571671,2021-10-28 19:48:03.651701
184,Project_Lifecycle,62,Consultant,26,930404.976194514,960228.0608616819,2021-10-08 02:44:58.571671,2021-10-28 19:48:03.651701
185,Project_Lifecycle,63,Consultant,50,949697.4996027914,978058.1033794144,2021-10-21 12:17:29.976167,2021-11-10 04:58:06.202765
186,Project_Lifecycle,63,Consultant,8,949697.4996027914,978058.1033794144,2021-10-21 12:17:29.976167,2021-11-10 04:58:06.202765
187,Project_Lifecycle,64,Consultant,29,960228.0608616819,991439.9508515837,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
188,Project_Lifecycle,64,Consultant,47,960228.0608616819,991439.9508515837,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
189,Project_Lifecycle,64,Consultant,58,960228.0608616819,991439.9508515837,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
190,Project_Lifecycle,64,Consultant,34,960228.0608616819,991439.9508515837,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
191,Project_Lifecycle,64,Consultant,15,960228.0608616819,991439.9508515837,2021-10-28 19:48:03.651701,2021-11-19 11:59:57.051095
192,Project_Lifecycle,65,Consultant,57,964942.5620797846,993019.9665655465,2021-11-01 02:22:33.724787,2021-11-20 14:19:57.993933
193,Project_Lifecycle,65,Consultant,3,964942.5620797846,993019.9665655465,2021-11-01 02:22:33.724787,2021-11-20 14:19:57.993933
194,Project_Lifecycle,66,Consultant,43,965871.3130115079,994570.5933330841,2021-11-01 17:51:18.780690,2021-11-21 16:10:35.599985
195,Project_Lifecycle,66,Consultant,23,965871.3130115079,994570.5933330841,2021-11-01 17:51:18.780690,2021-11-21 16:10:35.599985
196,Project_Lifecycle,67,Consultant,50,978058.1033794144,1002249.3108136144,2021-11-10 04:58:06.202765,2021-11-27 00:09:18.648817
197,Project_Lifecycle,67,Consultant,28,978058.1033794144,1002249.3108136144,2021-11-10 04:58:06.202765,2021-11-27 00:09:18.648817
198,Project_Lifecycle,68,Consultant,25,978058.1033794144,1009483.9277369619,2021-11-10 04:58:06.202765,2021-12-02 00:43:55.664218
199,Project_Lifecycle,68,Consultant,27,978058.1033794144,1009483.9277369619,2021-11-10 04:58:06.202765,2021-12-02 00:43:55.664218
200,Project_Lifecycle,71,Consultant,37,994570.5933330841,1013006.9402059029,2021-11-21 16:10:35.599985,2021-12-04 11:26:56.412354
201,Project_Lifecycle,71,Consultant,38,994570.5933330841,1013006.9402059029,2021-11-21 16:10:35.599985,2021-12-04 11:26:56.412354
